,short_name,age,nationality,club_name,overall,potential,value_eur,wage_eur,player_positions,release_clause_eur,team_position,contract_valid_until,pace,shooting,passing,dribbling,defending,Forward,Mid,Back,GK
10754,E. Navas,20,Venezuela,Aragua FC,64,81,1000000,500,"RW, LM",2800000.0,RAM,2024.0,81.0,57.0,57.0,62.0,36.0,62.36363636363637,59.8,50.7,11.6
10755,J. Antiste,17,France,Toulouse Football Club,64,81,900000,500,ST,2200000.0,SUB,2023.0,60.0,66.0,47.0,62.0,20.0,62.27272727272727,56.0,39.0,11.8
10756,C. Bozdogan,19,Germany,FC Schalke 04,64,81,975000,3000,"CAM, LM, CM",2300000.0,RES,2022.0,65.0,61.0,63.0,70.0,51.0,64.0,65.4,59.1,8.2
10757,M. Roffo,20,Argentina,Boca Juniors,64,80,850000,2000,GK,1700000.0,SUB,2021.0,25.25,31.0,18.75,25.75,14.333333333333334,22.181818181818183,24.2,24.2,63.6
10761,M. Pedersen,20,Norway,Molde FK,64,80,925000,1000,RB,1800000.0,SUB,2022.0,86.0,48.0,54.0,64.0,55.0,58.81818181818182,60.4,60.0,10.4
10762,E. Ceïde,18,Norway,Rosenborg BK,64,80,925000,850,LW,1800000.0,LW,2024.0,83.0,49.0,57.0,69.0,32.0,62.09090909090909,61.2,47.4,9.0
10763,H. Hassan,18,France,La Berrichonne de Châteauroux,64,80,925000,750,LW,2200000.0,SUB,2021.0,82.0,57.0,57.0,70.0,26.0,62.63636363636363,59.6,43.6,11.0
10764,Nico Melamed,19,Spain,RCD Espanyol,64,80,975000,1000,"CAM, CM, LM",2100000.0,SUB,2023.0,76.0,50.0,63.0,67.0,36.0,62.90909090909091,63.6,50.7,9.0
10765,R. Fulgencio,20,Mexico,Tigres U.A.N.L.,64,80,1000000,7000,RM,2200000.0,SUB,2022.0,80.0,54.0,58.0,67.0,52.0,62.63636363636363,62.6,58.8,11.6
10766,Raúl García,19,Spain,Real Betis,64,80,975000,3000,ST,2700000.0,RES,2021.0,68.0,63.0,46.0,63.0,23.0,62.27272727272727,55.4,40.9,10.4
10767,E. Touré,18,Mali,Stade de Reims,64,80,950000,3000,ST,2500000.0,SUB,2024.0,69.0,65.0,48.0,62.0,22.0,62.45454545454545,55.8,41.2,11.0
10768,T. Basila,21,France,FC Nantes,64,79,925000,4000,"CB, RB",2400000.0,RES,2021.0,57.0,32.0,48.0,46.0,63.0,46.36363636363637,51.2,62.8,8.8
10769,P. Pfeiffer,20,Germany,SV Darmstadt 98,64,79,925000,3000,"CB, LB",2100000.0,SUB,2022.0,59.0,32.0,41.0,49.0,64.0,45.36363636363637,47.6,60.7,11.2
10770,Chumi,21,Spain,UD Almería,64,79,925000,2000,CB,2100000.0,SUB,2022.0,55.0,36.0,49.0,53.0,65.0,49.90909090909091,54.4,63.3,11.0
10771,S. Barreto,21,Argentina,Independiente,64,79,925000,3000,CB,2000000.0,SUB,2022.0,59.0,30.0,40.0,45.0,64.0,44.90909090909091,48.2,62.0,11.8
10772,E. Chilufya,20,Zambia,Djurgårdens IF,64,79,1000000,2000,"LW, RW",1900000.0,SUB,2022.0,88.0,57.0,47.0,71.0,27.0,62.36363636363637,58.0,43.7,11.2
10773,J. Buckley,20,England,Blackburn Rovers,64,79,975000,7000,"CM, CAM",2500000.0,SUB,2022.0,76.0,57.0,61.0,68.0,56.0,64.27272727272727,66.4,62.4,10.8
10775,F. Evina,19,Cameroon,Hannover 96,64,79,975000,3000,"LM, ST, LW",2200000.0,SUB,2023.0,82.0,62.0,56.0,66.0,34.0,64.54545454545455,60.2,49.6,10.0
10776,C. Gutiérrez,21,Mexico,U.N.A.M.,64,79,1000000,2000,"RM, LM",2300000.0,SUB,2024.0,66.0,53.0,62.0,64.0,33.0,60.90909090909091,62.6,49.8,11.8
10777,C. Sabaly,21,Senegal,FC Metz,64,79,1000000,4000,"LW, LM, CAM",2600000.0,RES,2022.0,79.0,53.0,57.0,70.0,18.0,62.63636363636363,60.6,40.6,13.8
10778,De la Fuente,21,Spain,Villarreal CF,64,79,925000,4000,CB,2500000.0,RES,2023.0,53.0,39.0,50.0,55.0,64.0,50.36363636363637,53.6,62.6,8.8
10779,Jordi Escobar,18,Spain,Valencia CF,64,79,950000,3000,"ST, LM",2600000.0,RES,2022.0,56.0,66.0,48.0,61.0,18.0,61.90909090909091,55.8,38.7,10.4
10780,Roberto López,20,Spain,Real Sociedad,64,79,1000000,4000,"CAM, CM",2700000.0,RES,2025.0,52.0,61.0,66.0,66.0,16.0,62.45454545454545,62.2,39.9,10.8
10782,M. Glushenkov,20,Russia,Spartak Moscow,64,79,1000000,500,RW,2800000.0,SUB,2023.0,74.0,61.0,58.0,65.0,28.0,63.45454545454545,60.2,44.1,10.0
10783,R. Ion,19,Romania,FCSB (Steaua),64,79,975000,2000,CAM,2000000.0,SUB,2022.0,69.0,61.0,60.0,67.0,31.0,62.72727272727273,62.6,46.9,8.6
10784,D. Churlinov,19,North Macedonia,VfB Stuttgart,64,79,975000,3000,"LM, LW",2400000.0,SUB,2024.0,73.0,60.0,57.0,70.0,31.0,63.72727272727273,60.8,45.7,10.4
10785,F. Daniliuc,19,Austria,OGC Nice,64,79,900000,4000,CB,2300000.0,RES,2025.0,54.0,38.0,55.0,58.0,63.0,54.36363636363637,58.8,63.4,9.0
10786,Madi,21,Portugal,Farense,64,79,1000000,2000,LM,2700000.0,RES,2023.0,81.0,62.0,52.0,70.0,28.0,63.63636363636363,59.0,44.4,10.0
10787,S. Magkeev,21,Russia,Lokomotiv Moscow,64,79,925000,500,"CB, CDM",2600000.0,SUB,2024.0,62.0,34.0,45.0,42.0,66.0,45.45454545454545,50.4,63.5,10.0
10788,G. Raspadori,20,Italy,Sassuolo,64,79,1000000,6000,ST,2300000.0,RES,2022.0,59.0,68.0,50.0,64.0,26.0,63.18181818181818,57.0,40.9,10.0
10789,J. Márquez,20,Mexico,Club Atlas,64,79,925000,2000,"CDM, CM",2200000.0,LDM,2023.0,75.0,54.0,59.0,65.0,62.0,61.81818181818182,63.8,65.3,9.2
10790,Pablo Gozálbez,19,Spain,Valencia CF,64,79,975000,4000,"CAM, CF",2700000.0,RES,2021.0,65.0,63.0,62.0,65.0,49.0,64.0909090909091,63.4,55.5,9.6
10791,T. Tessmann,18,United States,FC Dallas,64,79,925000,700,"CM, CDM",2000000.0,SUB,2022.0,68.0,47.0,63.0,65.0,52.0,62.54545454545455,66.0,59.9,8.2
10792,A. Aravena,17,Chile,Universidad Católica,64,79,900000,500,ST,2500000.0,RES,2024.0,64.0,68.0,54.0,65.0,19.0,64.36363636363636,58.8,39.8,8.8
10793,Erik,19,Brazil,Al Ain FC,64,79,900000,500,LB,2500000.0,LB,2023.0,85.0,50.0,60.0,71.0,58.0,62.09090909090909,63.4,62.4,8.2
10794,S. Diomande,19,Ivory Coast,Olympique Lyonnais,64,79,900000,6000,CB,2300000.0,SUB,2023.0,51.0,36.0,49.0,53.0,64.0,50.0,53.4,62.3,10.0
10795,Alex Baena,18,Spain,Villarreal CF,64,79,925000,3000,"RW, LW, RM",2500000.0,RES,2021.0,63.0,65.0,60.0,68.0,39.0,63.72727272727273,62.6,49.8,9.6
10796,A. Kol,19,Turkey,Galatasaray SK,64,79,975000,8000,"ST, LM",2500000.0,RES,2024.0,77.0,63.0,57.0,66.0,22.0,64.27272727272727,60.8,44.6,11.4
10797,Aimar Oroz,18,Spain,CA Osasuna,64,79,925000,2000,"CAM, CM",2500000.0,RES,2023.0,72.0,59.0,66.0,62.0,52.0,63.0,66.0,59.5,8.8
10798,L. Bolton,20,England,Dundee United,64,78,925000,1000,"RB, RM",2200000.0,RM,2021.0,80.0,50.0,59.0,65.0,59.0,61.09090909090909,62.0,62.8,8.8
10799,J. Hove,19,Norway,Strømsgodset IF,64,78,950000,800,CM,1800000.0,RCM,2023.0,71.0,60.0,62.0,65.0,53.0,64.54545454545455,66.0,61.6,11.6
10800,V. Thill,20,Luxembourg,CD Nacional,64,78,1000000,2000,"RM, CAM",2700000.0,SUB,2024.0,74.0,53.0,62.0,69.0,27.0,61.36363636363637,62.0,45.0,9.8
10802,A. Pululu,21,Angola,FC Basel 1893,64,78,1000000,3000,"LM, ST",2100000.0,LM,2022.0,82.0,60.0,52.0,70.0,26.0,63.81818181818182,60.2,44.8,9.6
10804,B. Adekanye,21,Netherlands,Lazio,64,78,1000000,9000,"RW, LW",2300000.0,RES,2022.0,71.0,59.0,55.0,68.0,30.0,63.18181818181818,59.2,46.2,8.4
10805,S. Benda,21,Germany,Swansea City,64,78,850000,3000,GK,2100000.0,SUB,2022.0,31.0,31.0,14.5,20.5,11.0,21.181818181818183,22.0,21.3,63.4
10806,J. Mbom,20,Germany,SV Werder Bremen,64,78,925000,4000,"CDM, CM",2200000.0,RES,2023.0,66.0,59.0,58.0,65.0,58.0,62.36363636363637,64.6,62.8,9.6
10807,A. Aremu,20,Nigeria,FC St. Pauli,64,78,925000,3000,"CDM, CM",2000000.0,RCM,2023.0,74.0,55.0,53.0,66.0,63.0,61.0,61.8,66.0,11.8
10808,A. Racioppi,21,Switzerland,Olympique Lyonnais,64,78,850000,6000,GK,2100000.0,RES,2021.0,29.5,30.0,15.25,24.0,11.666666666666666,20.727272727272727,22.6,21.6,63.0
10809,D. Sanderson,20,England,Wolverhampton Wanderers,64,78,925000,10000,"RB, CB",2300000.0,RES,2021.0,73.0,40.0,50.0,58.0,62.0,55.0,57.4,63.7,7.8
10810,Martín,20,Spain,Rayo Vallecano,64,78,925000,1000,"CB, CDM",2100000.0,SUB,2022.0,59.0,25.0,40.0,41.0,66.0,43.45454545454545,47.4,61.8,10.4
10811,André Anderson,20,Italy,Lazio,64,78,1000000,9000,"CF, CAM",2300000.0,RES,2023.0,70.0,59.0,60.0,68.0,25.0,64.54545454545455,63.0,43.3,9.8
10812,Jorge Mier,21,Spain,Real Oviedo,64,78,925000,2000,"RB, LB",2100000.0,RES,2021.0,76.0,36.0,53.0,63.0,59.0,54.81818181818182,57.6,61.3,10.4
10813,F. Girotti,21,Argentina,River Plate,64,78,1000000,3000,ST,2000000.0,RES,2021.0,68.0,64.0,46.0,61.0,30.0,61.72727272727273,56.4,45.5,9.0
10815,J. Ngakia,19,England,Watford,64,78,900000,2000,RB,2200000.0,RB,2024.0,73.0,28.0,49.0,62.0,61.0,52.09090909090909,55.6,61.9,12.6
10816,C. Conteh,20,Germany,Feyenoord,64,78,1000000,3000,"LW, RW",2000000.0,SUB,2024.0,93.0,50.0,48.0,70.0,28.0,61.0,56.8,43.8,10.8
10817,M. De Cuyper,19,Belgium,Club Brugge KV,64,78,900000,3000,"LB, LM",1800000.0,SUB,2023.0,71.0,62.0,65.0,65.0,57.0,63.18181818181818,64.4,62.7,8.2
10818,Eduardo Kau,21,Brazil,Os Belenenses,64,78,925000,1000,CB,2500000.0,SUB,2023.0,52.0,40.0,48.0,50.0,65.0,49.0,50.2,60.2,8.8
10820,O. Yaisien,20,Egypt,Al Ain FC,64,78,1000000,500,"CAM, LM",2800000.0,SUB,2022.0,70.0,53.0,62.0,69.0,32.0,62.18181818181818,62.6,47.1,9.6
10821,P. Wimmer,19,Austria,FK Austria Wien,64,78,975000,3000,"RM, LM",2000000.0,RM,2021.0,83.0,52.0,58.0,66.0,44.0,61.90909090909091,62.0,55.9,12.2
10822,J. Palacios,21,Argentina,San Lorenzo de Almagro,64,78,1000000,4000,RM,2100000.0,RES,2023.0,75.0,60.0,63.0,65.0,50.0,62.72727272727273,63.8,58.4,9.6
10823,T. Banega,21,Argentina,Racing Club,64,78,975000,3000,CM,2000000.0,RES,2024.0,68.0,57.0,65.0,68.0,47.0,63.54545454545455,66.0,57.7,7.8
10824,K. Saito,18,Japan,Yokohama FC,64,78,950000,550,"ST, CF, LW",1800000.0,LS,2021.0,71.0,65.0,61.0,71.0,24.0,66.27272727272727,63.4,45.5,10.2
10825,T. Maciejewski,19,Germany,1. FC Union Berlin,64,78,975000,4000,"RW, CAM, LM",2400000.0,RES,2024.0,78.0,63.0,54.0,67.0,27.0,63.45454545454545,60.2,46.6,12.0
10826,Nico Williams,17,Spain,Athletic Club de Bilbao,64,78,900000,1000,"LW, RW, ST",2500000.0,RES,2021.0,76.0,64.0,56.0,67.0,21.0,64.27272727272727,58.0,41.1,12.0
10827,J. Mina,18,Ecuador,SV Werder Bremen,64,78,925000,2000,CAM,2200000.0,RES,2023.0,62.0,64.0,60.0,63.0,41.0,63.90909090909091,63.4,51.7,10.6
10828,F. Doucouré,19,Mali,Stade de Reims,64,78,900000,3000,RB,2400000.0,RES,2023.0,79.0,37.0,52.0,62.0,57.0,54.09090909090909,56.6,60.5,11.0
10829,R. Meléndez,21,Chile,Audax Italiano,64,77,875000,1000,"CAM, LM",1700000.0,SUB,2025.0,71.0,51.0,67.0,64.0,34.0,62.18181818181818,64.8,51.4,11.2
10830,J. Bamert,22,Switzerland,FC Sion,64,77,800000,6000,"CB, RB",1700000.0,RCB,2022.0,60.0,27.0,50.0,57.0,63.0,49.27272727272727,55.2,63.3,8.0
10831,G. Middleton,20,Scotland,Rangers FC,64,77,875000,8000,"LM, LW",2100000.0,RES,2023.0,86.0,53.0,57.0,68.0,28.0,61.54545454545455,59.0,44.7,9.2
10832,Jorge Cuenca,20,Spain,Villarreal CF,64,77,800000,4000,CB,2200000.0,RES,2025.0,52.0,35.0,51.0,43.0,65.0,45.72727272727273,52.2,63.4,10.6
10833,S. Bueno,21,Uruguay,Girona FC,64,77,800000,2000,"CB, LB",1800000.0,SUB,2024.0,49.0,27.0,41.0,41.0,65.0,40.27272727272727,46.6,61.1,9.0
10834,M. Bułka,20,Poland,Paris Saint-Germain,64,77,725000,7000,GK,1800000.0,SUB,2021.0,28.75,30.25,18.5,22.5,11.666666666666666,22.545454545454547,24.2,23.9,63.4
10835,E. Hamilton,21,Scotland,Peterborough United,64,77,850000,2000,"CM, CDM",2000000.0,SUB,2022.0,62.0,63.0,64.0,64.0,57.0,64.9090909090909,65.6,63.4,8.6
10836,S. Sissoko,21,France,Stade de Reims,64,77,800000,4000,"RB, LB",2100000.0,SUB,2023.0,73.0,43.0,58.0,64.0,59.0,58.0,61.4,63.4,9.2
10837,T. Mitchell,20,England,Crystal Palace,64,77,800000,7000,LB,2000000.0,RES,2021.0,72.0,37.0,51.0,64.0,62.0,54.81818181818182,57.2,61.9,11.4
10838,R. Hoffmann,21,Germany,Bayern München II,64,77,725000,1000,GK,1500000.0,GK,2021.0,23.75,34.0,19.0,18.25,15.0,21.0,22.8,23.5,64.0
10839,G. Busio,18,United States,Sporting Kansas City,64,77,800000,700,"CM, CAM",1700000.0,CDM,2020.0,62.0,62.0,62.0,70.0,52.0,65.63636363636364,66.0,58.1,12.2
10841,L. Fraser,22,Canada,Toronto FC,64,77,800000,2000,"CDM, CM",1700000.0,SUB,2020.0,63.0,35.0,63.0,60.0,57.0,55.27272727272727,61.8,62.8,11.0
10842,J. Guttau,20,Germany,Hallescher FC,64,77,875000,1000,"LM, CM, CAM",1800000.0,LM,2022.0,75.0,50.0,61.0,69.0,38.0,62.09090909090909,62.0,51.4,9.6
10843,M. Wintzheimer,21,Germany,Hamburger SV,64,77,875000,3000,ST,1900000.0,SUB,2022.0,63.0,65.0,41.0,62.0,26.0,61.27272727272727,55.0,42.9,9.8
10844,David Alba,21,Spain,Getafe CF,64,77,800000,4000,CB,2200000.0,SUB,2023.0,46.0,22.0,40.0,39.0,66.0,39.72727272727273,43.0,59.6,8.8
10845,Borja Garcés,20,Spain,Atlético Madrid,64,77,875000,8000,ST,2300000.0,RES,2022.0,63.0,67.0,46.0,63.0,31.0,62.45454545454545,56.0,43.9,10.6
10846,A. İyican,21,Turkey,Antalyaspor,64,77,800000,3000,LB,2100000.0,SUB,2025.0,70.0,27.0,57.0,67.0,61.0,57.36363636363637,64.0,63.3,11.4
10847,Sergio Moreno,21,Spain,Rayo Vallecano,64,77,875000,2000,"ST, RW, LW",1900000.0,RES,2021.0,71.0,62.0,42.0,62.0,19.0,62.72727272727273,55.4,39.1,11.4
10848,M. Ross,19,Denmark,Aalborg BK,64,77,775000,2000,CB,1500000.0,LCB,2023.0,63.0,26.0,48.0,54.0,63.0,47.0,53.6,63.3,10.0
10849,A. Reyes,20,Colombia,Inter Miami,64,77,800000,1000,CB,1700000.0,RCB,2021.0,67.0,30.0,38.0,46.0,64.0,43.63636363636363,47.2,61.5,9.8
10850,R. Grigore,21,Romania,Dinamo Bucureşti,64,77,800000,1000,"CB, LB",1600000.0,LCB,2024.0,42.0,27.0,41.0,40.0,61.0,40.72727272727273,44.6,59.5,10.6
10851,Guillem Jaime,21,Spain,C.D. Castellón,64,77,800000,1000,"RB, RW",1700000.0,SUB,2022.0,68.0,56.0,60.0,69.0,58.0,62.72727272727273,63.8,62.7,9.6
10852,L. Davis,20,England,Leeds United,64,77,800000,12000,"LB, CB",2100000.0,SUB,2023.0,78.0,31.0,50.0,59.0,59.0,52.27272727272727,56.6,61.4,10.2
10853,A. Șut,21,Romania,FCSB (Steaua),64,77,850000,3000,"CM, CDM",1700000.0,RES,2023.0,70.0,59.0,59.0,62.0,56.0,63.45454545454545,65.2,63.5,11.4
10854,F. Konaté,19,Mali,Famalicão,64,77,775000,1000,RB,2100000.0,SUB,2024.0,74.0,43.0,48.0,61.0,60.0,54.36363636363637,55.0,61.1,11.6
10856,A. Doughty,20,England,Charlton Athletic,64,77,800000,2000,"LWB, LB",1900000.0,SUB,2021.0,77.0,35.0,55.0,61.0,56.0,55.54545454545455,59.6,60.8,10.4
10857,E. López,19,Argentina,River Plate,64,77,775000,2000,RB,1600000.0,RES,2022.0,79.0,43.0,58.0,65.0,58.0,59.36363636363637,61.6,62.7,9.2
10858,A. Dante,19,Mali,SK Sturm Graz,64,77,775000,2000,"LB, LWB, LM",1600000.0,LB,2024.0,81.0,49.0,54.0,63.0,59.0,59.45454545454545,61.2,62.8,9.4
10860,L. Da Cunha,19,France,Stade Rennais FC,64,77,850000,5000,"LM, RM",2100000.0,SUB,2021.0,81.0,60.0,59.0,68.0,33.0,63.90909090909091,61.4,48.7,12.0
10861,João Felipe,19,Brazil,SK Slavia Praha,64,77,850000,500,"LW, RW",2400000.0,RES,2023.0,81.0,59.0,56.0,68.0,26.0,63.72727272727273,60.8,45.9,8.4
10862,A. Adli,20,France,Toulouse Football Club,64,77,875000,1000,LM,2100000.0,RES,2021.0,70.0,56.0,62.0,68.0,34.0,62.72727272727273,61.4,46.7,10.4
10863,O. Kolskogen,19,Norway,SK Brann,64,77,775000,700,CB,1500000.0,SUB,2023.0,72.0,37.0,42.0,53.0,64.0,49.36363636363637,51.6,62.5,8.4
10864,S. Nordli,20,Norway,Aalesunds FK,64,77,850000,900,"CM, LM",1600000.0,LM,2022.0,65.0,62.0,62.0,66.0,54.0,64.0,66.0,60.3,8.6
10865,F. Gerometta,20,Argentina,Unión de Santa Fe,64,77,800000,2000,RB,1700000.0,RES,2022.0,72.0,51.0,53.0,67.0,61.0,60.63636363636363,60.6,63.3,10.2
10866,O. Urunov,19,Uzbekistan,Spartak Moscow,64,77,850000,500,CAM,2400000.0,SUB,2025.0,64.0,55.0,61.0,68.0,41.0,64.0909090909091,64.2,54.7,10.2
10867,Benítez,20,Spain,Málaga CF,64,77,800000,2000,"RB, LB",1700000.0,RES,2021.0,71.0,34.0,50.0,63.0,60.0,53.0,56.0,60.7,10.8
10869,J. Davenport,21,England,Blackburn Rovers,64,76,750000,6000,"CDM, CM",1600000.0,SUB,2022.0,64.0,42.0,61.0,59.0,60.0,55.0,60.8,64.0,6.6
10870,Aritz Castro,22,Spain,Deportivo Alavés,64,76,650000,3000,GK,1500000.0,RES,2022.0,37.75,33.0,16.5,32.25,13.0,25.727272727272727,26.6,24.2,63.6
10872,J. Okkels,20,Denmark,IF Elfsborg,64,76,800000,1000,LW,1200000.0,SUB,2024.0,82.0,58.0,56.0,66.0,26.0,63.45454545454545,61.4,46.5,10.0
10874,Álex Martín,22,Spain,FC Cartagena,64,76,750000,2000,CB,1300000.0,LCB,2022.0,55.0,40.0,50.0,41.0,64.0,45.36363636363637,50.6,63.1,7.4
10875,T. Figueroa,21,Mexico,Pachuca,64,76,800000,3000,"RM, RW",1500000.0,SUB,2022.0,68.0,59.0,59.0,70.0,25.0,63.18181818181818,61.4,43.9,9.4
10876,C. Borchgrevink,21,Norway,Vålerenga Fotball,64,76,750000,850,RB,1100000.0,RB,2023.0,70.0,49.0,58.0,60.0,59.0,58.0,59.8,62.5,9.0
10877,P. Dárdai,21,Germany,Hertha BSC,64,76,800000,7000,"LM, RM",1500000.0,RES,2021.0,71.0,60.0,55.0,71.0,41.0,62.36363636363637,60.2,49.1,10.8
10878,D. Lovren,21,Croatia,Fortuna Düsseldorf,64,76,800000,5000,LM,1400000.0,SUB,2023.0,75.0,54.0,56.0,69.0,25.0,61.90909090909091,60.2,43.2,12.0
10880,T. Tillman,21,Germany,SpVgg Greuther Fürth,64,76,800000,2000,"CAM, CM",1400000.0,SUB,2022.0,70.0,50.0,63.0,71.0,29.0,62.63636363636363,64.0,48.8,10.6
10882,O. Mandanda,21,DR Congo,FC Girondins de Bordeaux,64,76,650000,3000,GK,1400000.0,RES,2021.0,24.5,29.0,16.0,30.5,11.666666666666666,21.0,23.2,21.8,63.6
10886,A. Taoui,18,France,Toulouse Football Club,64,76,750000,800,"ST, RW, LW",1500000.0,SUB,2021.0,66.0,64.0,56.0,70.0,24.0,65.0,61.2,44.2,7.8
10888,K. Goden,21,Germany,1. FC Nürnberg,64,76,750000,2000,"RB, RM",1400000.0,SUB,2021.0,83.0,38.0,50.0,59.0,59.0,53.81818181818182,55.0,61.1,9.2
10889,M. El Idrissy,21,France,AC Ajaccio,64,76,825000,1000,"ST, RM",1600000.0,SUB,2023.0,75.0,65.0,56.0,61.0,25.0,64.0909090909091,59.8,43.3,8.4
10890,K. Cabral,20,France,Valenciennes FC,64,76,800000,1000,"LM, LW, ST",1600000.0,SUB,2024.0,73.0,58.0,59.0,65.0,35.0,63.0,61.4,49.0,11.8
10891,S. Abdulhamid,20,Saudi Arabia,Al Ittihad,64,76,750000,5000,RB,1400000.0,RB,2022.0,76.0,39.0,51.0,62.0,58.0,55.09090909090909,58.0,61.0,9.2
10892,J. Piroe,20,Netherlands,PSV,64,76,825000,3000,ST,1300000.0,SUB,2022.0,65.0,65.0,52.0,64.0,28.0,62.90909090909091,58.0,45.3,10.0
10893,M. Ștefănescu,21,Romania,Sepsi OSK,64,76,800000,2000,"LW, LM",1200000.0,LS,2024.0,76.0,61.0,57.0,65.0,37.0,64.0,62.0,51.0,13.0
10894,Berto,22,Spain,Real Sporting de Gijón,64,76,800000,2000,LM,1400000.0,SUB,2022.0,81.0,61.0,61.0,66.0,36.0,62.90909090909091,61.4,50.2,7.8
10896,A. Tosin,22,Nigeria,FC Zürich,64,76,800000,3000,"RM, LM",1300000.0,RM,2023.0,90.0,61.0,50.0,67.0,34.0,63.63636363636363,59.0,50.1,11.8
10897,T. St. Jago,20,Netherlands,FC Utrecht,64,76,750000,2000,CB,1300000.0,SUB,2022.0,73.0,33.0,50.0,52.0,63.0,49.81818181818182,53.6,63.2,8.6
10898,O. Edvardsen,21,Norway,Stabæk Fotball,64,76,800000,1000,"RW, ST",1200000.0,RW,2022.0,86.0,58.0,54.0,68.0,41.0,63.72727272727273,61.8,53.8,9.0
10899,T. Zárate,19,Argentina,Vélez Sarsfield,64,76,800000,3000,ST,1400000.0,RES,2021.0,73.0,64.0,47.0,62.0,31.0,62.45454545454545,56.0,45.2,12.0
10900,J. Daland,20,Norway,IK Start,64,76,750000,700,CB,1100000.0,LCB,2021.0,62.0,30.0,46.0,47.0,63.0,47.18181818181818,51.4,62.4,10.4
10901,B. Babić,22,Switzerland,FC St. Gallen,64,75,775000,4000,ST,1300000.0,SUB,2023.0,82.0,61.0,48.0,65.0,27.0,63.36363636363637,57.0,44.7,11.6
10902,U. Adıyaman,22,Turkey,Gençlerbirliği SK,64,75,625000,3000,GK,1400000.0,SUB,2021.0,41.25,34.0,22.0,37.25,18.0,30.181818181818183,30.4,30.0,62.0
10903,Robert Sanchez,22,Spain,Brighton & Hove Albion,64,75,625000,7000,GK,1300000.0,RES,2023.0,34.5,35.75,25.75,35.5,12.0,30.454545454545453,32.2,28.3,63.8
10904,A. Georgen,21,France,AJ Auxerre,64,75,700000,1000,RB,1400000.0,SUB,2023.0,71.0,49.0,55.0,66.0,61.0,58.36363636363637,59.0,61.6,9.8
10905,J. Latibeaudiere,20,England,Manchester City,64,75,700000,14000,"RB, CB",1400000.0,RES,2022.0,68.0,37.0,51.0,57.0,63.0,52.54545454545455,55.4,63.3,8.6
10906,T. McIntyre,21,Scotland,Reading,64,75,725000,2000,CB,1500000.0,SUB,2021.0,63.0,29.0,38.0,53.0,63.0,47.09090909090909,49.6,61.8,10.2
10907,K. Denkey,19,Togo,Nîmes Olympique,64,75,750000,3000,ST,1700000.0,SUB,2021.0,67.0,66.0,43.0,61.0,23.0,62.0,54.4,40.6,9.2
10908,N. Holland,22,England,West Ham United,64,75,775000,8000,"LW, LM",1600000.0,RES,2022.0,82.0,55.0,56.0,67.0,26.0,62.09090909090909,59.8,43.6,8.8
10909,B. Wiles,21,England,Rotherham United,64,75,775000,7000,CM,1600000.0,SUB,2023.0,71.0,55.0,63.0,66.0,60.0,63.72727272727273,66.4,65.2,10.0
10910,A. Ba,21,France,FC Nantes,64,75,775000,4000,"CM, CDM, RM",1700000.0,RES,2023.0,67.0,50.0,58.0,65.0,60.0,62.63636363636363,65.2,63.9,10.0
10911,M. Forss,21,Finland,Brentford,64,75,775000,8000,ST,1600000.0,SUB,2023.0,67.0,66.0,42.0,57.0,32.0,61.09090909090909,54.6,45.8,10.2
10912,Igor,22,Brazil,Fiorentina,64,75,700000,8000,"CB, LB",1300000.0,SUB,2023.0,68.0,31.0,48.0,48.0,64.0,49.45454545454545,54.0,62.7,11.2
10913,N. Pierini,21,Italy,Sassuolo,64,75,775000,6000,"LW, CAM, ST",1500000.0,RES,2022.0,74.0,58.0,60.0,66.0,34.0,62.90909090909091,61.0,49.3,8.2
10914,M. Toye,21,United States,Minnesota United FC,64,75,775000,2000,ST,1300000.0,SUB,2020.0,70.0,64.0,42.0,64.0,29.0,61.72727272727273,54.8,44.5,10.0
10915,I. Sadiq,20,Ghana,FC Nordsjælland,64,75,775000,3000,"LW, RW",1100000.0,SUB,2021.0,87.0,56.0,53.0,68.0,30.0,62.36363636363637,59.2,47.2,12.4
10916,Vitinho,20,Brazil,KSV Cercle Brugge,64,75,700000,2000,RB,1200000.0,SUB,2023.0,72.0,30.0,58.0,70.0,59.0,57.54545454545455,62.2,63.3,9.8
10917,Kim Jung Min,20,Korea Republic,Vitória Guimarães,64,75,775000,2000,"CAM, CM, RW",1800000.0,SUB,2024.0,67.0,57.0,64.0,65.0,53.0,63.0,65.0,60.1,10.8
10918,M. Kilman,23,England,Wolverhampton Wanderers,64,75,700000,12000,CB,1500000.0,SUB,2022.0,64.0,42.0,58.0,63.0,63.0,57.27272727272727,61.6,65.6,9.6
10919,T. Umeda,19,Japan,Shimizu S-Pulse,64,75,600000,500,GK,870000.0,SUB,2023.0,26.5,26.75,19.0,27.0,12.0,22.272727272727273,24.2,22.9,61.4
10920,A. Seko,20,Japan,Cerezo Osaka,64,75,725000,1000,CB,1100000.0,LCB,2021.0,58.0,35.0,45.0,47.0,65.0,47.72727272727273,51.4,63.2,9.8
10921,M. Szczepański,22,Poland,Raków Częstochowa,64,75,775000,2000,"CAM, CF",1200000.0,RES,2021.0,84.0,57.0,61.0,65.0,36.0,64.18181818181819,64.0,52.0,11.8
